38,ninetales,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/38.png,fire,Null,flash-fire,Null,drought,73,76,75,81,100,100,1,0,0,0,0,0
39,jigglypuff,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/39.png,normal,fairy,cute-charm,competitive,friend-guard,115,45,20,45,25,20,1,0,0,0,0,0
40,wigglytuff,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/40.png,normal,fairy,cute-charm,competitive,frisk,140,70,45,85,50,45,1,0,0,0,0,0
41,zubat,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/41.png,poison,flying,inner-focus,Null,infiltrator,40,45,35,30,40,55,1,0,0,0,0,0
42,golbat,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/42.png,poison,flying,inner-focus,Null,infiltrator,75,80,70,65,75,90,1,0,0,0,0,0
43,oddish,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/43.png,grass,poison,chlorophyll,Null,run-away,45,50,55,75,65,30,1,0,0,0,0,0
44,gloom,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/44.png,grass,poison,chlorophyll,Null,stench,60,65,70,85,75,40,1,0,0,0,0,0
45,vileplume,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/45.png,grass,poison,chlorophyll,Null,effect-spore,75,80,85,110,90,50,1,0,0,0,0,0
46,paras,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/46.png,bug,grass,effect-spore,dry-skin,damp,35,70,55,45,55,25,1,0,0,0,0,0
47,parasect,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/47.png,bug,grass,effect-spore,dry-skin,damp,60,95,80,60,80,30,1,0,0,0,0,0
48,venonat,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/48.png,bug,poison,compound-eyes,tinted-lens,run-away,60,55,50,40,55,45,1,0,0,0,0,0
49,venomoth,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/49.png,bug,poison,shield-dust,tinted-lens,wonder-skin,70,65,60,90,75,90,1,0,0,0,0,0
50,diglett,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/50.png,ground,Null,sand-veil,arena-trap,sand-force,10,55,25,35,45,95,1,0,0,0,0,0
51,dugtrio,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/51.png,ground,Null,sand-veil,arena-trap,sand-force,35,100,50,50,70,120,1,0,0,0,0,0
52,meowth,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/52.png,normal,Null,pickup,technician,unnerve,40,45,35,40,40,90,1,0,0,0,0,0
53,persian,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/53.png,normal,Null,limber,technician,unnerve,65,70,60,65,65,115,1,0,0,0,0,0
54,psyduck,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/54.png,water,Null,damp,cloud-nine,swift-swim,50,52,48,65,50,55,1,0,0,0,0,0
55,golduck,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/55.png,water,Null,damp,cloud-nine,swift-swim,80,82,78,95,80,85,1,0,0,0,0,0
56,mankey,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/56.png,fighting,Null,vital-spirit,anger-point,defiant,40,80,35,35,45,70,1,0,0,0,0,0
57,primeape,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/57.png,fighting,Null,vital-spirit,anger-point,defiant,65,105,60,60,70,95,1,0,0,0,0,0
58,growlithe,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/58.png,fire,Null,intimidate,flash-fire,justified,55,70,45,70,50,60,1,0,0,0,0,0
59,arcanine,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/59.png,fire,Null,intimidate,flash-fire,justified,90,110,80,100,80,95,1,0,0,0,0,0
60,poliwag,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/60.png,water,Null,water-absorb,damp,swift-swim,40,50,40,40,40,90,1,0,0,0,0,0
61,poliwhirl,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/61.png,water,Null,water-absorb,damp,swift-swim,65,65,65,50,50,90,1,0,0,0,0,0
62,poliwrath,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/62.png,water,fighting,water-absorb,damp,swift-swim,90,95,95,70,90,70,1,0,0,0,0,0
63,abra,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/63.png,psychic,Null,synchronize,inner-focus,magic-guard,25,20,15,105,55,90,1,0,0,0,0,0
64,kadabra,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/64.png,psychic,Null,synchronize,inner-focus,magic-guard,40,35,30,120,70,105,1,0,0,0,0,0
65,alakazam,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/65.png,psychic,Null,synchronize,inner-focus,magic-guard,55,50,45,135,95,120,1,0,0,0,0,0
66,machop,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/66.png,fighting,Null,guts,no-guard,steadfast,70,80,50,35,35,35,1,0,0,0,0,0
67,machoke,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/67.png,fighting,Null,guts,no-guard,steadfast,80,100,70,50,60,45,1,0,0,0,0,0
68,machamp,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/68.png,fighting,Null,guts,no-guard,steadfast,90,130,80,65,85,55,1,0,0,0,0,0
69,bellsprout,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/69.png,grass,poison,chlorophyll,Null,gluttony,50,75,35,70,30,40,1,0,0,0,0,0
70,weepinbell,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/70.png,grass,poison,chlorophyll,Null,gluttony,65,90,50,85,45,55,1,0,0,0,0,0
71,victreebel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/71.png,grass,poison,chlorophyll,Null,gluttony,80,105,65,100,70,70,1,0,0,0,0,0
72,tentacool,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/72.png,water,poison,clear-body,liquid-ooze,rain-dish,40,40,35,50,100,70,1,0,0,0,0,0
73,tentacruel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/73.png,water,poison,clear-body,liquid-ooze,rain-dish,80,70,65,80,120,100,1,0,0,0,0,0
74,geodude,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/74.png,rock,ground,rock-head,sturdy,sand-veil,40,80,100,30,30,20,1,0,0,0,0,0
75,graveler,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/75.png,rock,ground,rock-head,sturdy,sand-veil,55,95,115,45,45,35,1,0,0,0,0,0
76,golem,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/76.png,rock,ground,rock-head,sturdy,sand-veil,80,120,130,55,65,45,1,0,0,0,0,0
77,ponyta,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/77.png,fire,Null,run-away,flash-fire,flame-body,50,85,55,65,65,90,1,0,0,0,0,0
78,rapidash,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/78.png,fire,Null,run-away,flash-fire,flame-body,65,100,70,80,80,105,1,0,0,0,0,0
79,slowpoke,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/79.png,water,psychic,oblivious,own-tempo,regenerator,90,65,65,40,40,15,1,0,0,0,0,0
80,slowbro,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/80.png,water,psychic,oblivious,own-tempo,regenerator,95,75,110,100,80,30,1,0,0,0,0,0
81,magnemite,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/81.png,electric,steel,magnet-pull,sturdy,analytic,25,35,70,95,55,45,1,0,0,0,0,0
82,magneton,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/82.png,electric,steel,magnet-pull,sturdy,analytic,50,60,95,120,70,70,1,0,0,0,0,0
83,farfetchd,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/83.png,normal,flying,keen-eye,inner-focus,defiant,52,90,55,58,62,60,1,0,0,0,0,0
84,doduo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/84.png,normal,flying,run-away,early-bird,tangled-feet,35,85,45,35,35,75,1,0,0,0,0,0
85,dodrio,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/85.png,normal,flying,run-away,early-bird,tangled-feet,60,110,70,60,60,110,1,0,0,0,0,0
86,seel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/86.png,water,Null,thick-fat,hydration,ice-body,65,45,55,45,70,45,1,0,0,0,0,0
87,dewgong,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/87.png,water,ice,thick-fat,hydration,ice-body,90,70,80,70,95,70,1,0,0,0,0,0
88,grimer,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/88.png,poison,Null,stench,sticky-hold,poison-touch,80,80,50,40,50,25,1,0,0,0,0,0
89,muk,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/89.png,poison,Null,stench,sticky-hold,poison-touch,105,105,75,65,100,50,1,0,0,0,0,0
90,shellder,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/90.png,water,Null,shell-armor,skill-link,overcoat,30,65,100,45,25,40,1,0,0,0,0,0
91,cloyster,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/91.png,water,ice,shell-armor,skill-link,overcoat,50,95,180,85,45,70,1,0,0,0,0,0
92,gastly,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/92.png,ghost,poison,levitate,Null,Null,30,35,30,100,35,80,1,0,0,0,0,0
93,haunter,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/93.png,ghost,poison,levitate,Null,Null,45,50,45,115,55,95,1,0,0,0,0,0
94,gengar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/94.png,ghost,poison,cursed-body,Null,Null,60,65,60,130,75,110,1,0,0,0,0,0
95,onix,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/95.png,rock,ground,rock-head,sturdy,weak-armor,35,45,160,30,45,70,1,0,0,0,0,0
96,drowzee,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/96.png,psychic,Null,insomnia,forewarn,inner-focus,60,48,45,43,90,42,1,0,0,0,0,0
97,hypno,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/97.png,psychic,Null,insomnia,forewarn,inner-focus,85,73,70,73,115,67,1,0,0,0,0,0
98,krabby,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/98.png,water,Null,hyper-cutter,shell-armor,sheer-force,30,105,90,25,25,50,1,0,0,0,0,0
99,kingler,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/99.png,water,Null,hyper-cutter,shell-armor,sheer-force,55,130,115,50,50,75,1,0,0,0,0,0
100,voltorb,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/100.png,electric,Null,soundproof,static,aftermath,40,30,50,55,55,100,1,0,0,0,0,0
101,electrode,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/101.png,electric,Null,soundproof,static,aftermath,60,50,70,80,80,150,1,0,0,0,0,0
102,exeggcute,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/102.png,grass,psychic,chlorophyll,Null,harvest,60,40,80,60,45,40,1,0,0,0,0,0
103,exeggutor,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/103.png,grass,psychic,chlorophyll,Null,harvest,95,95,85,125,75,55,1,0,0,0,0,0
104,cubone,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/104.png,ground,Null,rock-head,lightning-rod,battle-armor,50,50,95,40,50,35,1,0,0,0,0,0
105,marowak,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/105.png,ground,Null,rock-head,lightning-rod,battle-armor,60,80,110,50,80,45,1,0,0,0,0,0
106,hitmonlee,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/106.png,fighting,Null,limber,reckless,unburden,50,120,53,35,110,87,1,0,0,0,0,0
107,hitmonchan,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/107.png,fighting,Null,keen-eye,iron-fist,inner-focus,50,105,79,35,110,76,1,0,0,0,0,0
108,lickitung,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/108.png,normal,Null,own-tempo,oblivious,cloud-nine,90,55,75,60,75,30,1,0,0,0,0,0
109,koffing,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/109.png,poison,Null,levitate,neutralizing-gas,stench,40,65,95,60,45,35,1,0,0,0,0,0
110,weezing,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/110.png,poison,Null,levitate,neutralizing-gas,stench,65,90,120,85,70,60,1,0,0,0,0,0
111,rhyhorn,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/111.png,ground,rock,lightning-rod,rock-head,reckless,80,85,95,30,30,25,1,0,0,0,0,0
112,rhydon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/112.png,ground,rock,lightning-rod,rock-head,reckless,105,130,120,45,45,40,1,0,0,0,0,0
113,chansey,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/113.png,normal,Null,natural-cure,serene-grace,healer,250,5,5,35,105,50,1,0,0,0,0,0
114,tangela,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/114.png,grass,Null,chlorophyll,leaf-guard,regenerator,65,55,115,100,40,60,1,0,0,0,0,0
115,kangaskhan,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/115.png,normal,Null,early-bird,scrappy,inner-focus,105,95,80,40,80,90,1,0,0,0,0,0
116,horsea,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/116.png,water,Null,swift-swim,sniper,damp,30,40,70,70,25,60,1,0,0,0,0,0
117,seadra,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/117.png,water,Null,poison-point,sniper,damp,55,65,95,95,45,85,1,0,0,0,0,0
118,goldeen,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/118.png,water,Null,swift-swim,water-veil,lightning-rod,45,67,60,35,50,63,1,0,0,0,0,0
119,seaking,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/119.png,water,Null,swift-swim,water-veil,lightning-rod,80,92,65,65,80,68,1,0,0,0,0,0
120,staryu,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/120.png,water,Null,illuminate,natural-cure,analytic,30,45,55,70,55,85,1,0,0,0,0,0
121,starmie,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/121.png,water,psychic,illuminate,natural-cure,analytic,60,75,85,100,85,115,1,0,0,0,0,0
122,mr-mime,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/122.png,psychic,fairy,soundproof,filter,technician,40,45,65,100,120,90,1,0,0,0,0,0
123,scyther,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/123.png,bug,flying,swarm,technician,steadfast,70,110,80,55,80,105,1,0,0,0,0,0
124,jynx,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/124.png,ice,psychic,oblivious,forewarn,dry-skin,65,50,35,115,95,95,1,0,0,0,0,0
125,electabuzz,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/125.png,electric,Null,static,Null,vital-spirit,65,83,57,95,85,105,1,0,0,0,0,0
126,magmar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/126.png,fire,Null,flame-body,Null,vital-spirit,65,95,57,100,85,93,1,0,0,0,0,0
127,pinsir,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/127.png,bug,Null,hyper-cutter,mold-breaker,moxie,65,125,100,55,70,85,1,0,0,0,0,0
128,tauros,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/128.png,normal,Null,intimidate,anger-point,sheer-force,75,100,95,40,70,110,1,0,0,0,0,0
129,magikarp,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/129.png,water,Null,swift-swim,Null,rattled,20,10,55,15,20,80,1,0,0,0,0,0
130,gyarados,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/130.png,water,flying,intimidate,Null,moxie,95,125,79,60,100,81,1,0,0,0,0,0
131,lapras,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/131.png,water,ice,water-absorb,shell-armor,hydration,130,85,80,85,95,60,1,0,0,0,0,0
132,ditto,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/132.png,normal,Null,limber,Null,imposter,48,48,48,48,48,48,1,0,0,0,0,0
133,eevee,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/133.png,normal,Null,run-away,adaptability,anticipation,55,55,50,45,65,55,1,1,0,0,0,0
134,vaporeon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/134.png,water,Null,water-absorb,Null,hydration,130,65,60,110,95,65,1,1,0,0,0,0
135,jolteon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/135.png,electric,Null,volt-absorb,Null,quick-feet,65,65,60,110,95,130,1,1,0,0,0,0
136,flareon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/136.png,fire,Null,flash-fire,Null,guts,65,130,60,95,110,65,1,1,0,0,0,0
137,porygon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/137.png,normal,Null,trace,download,analytic,65,60,70,85,75,40,1,0,0,0,0,0
138,omanyte,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/138.png,rock,water,swift-swim,shell-armor,weak-armor,35,40,100,90,55,35,1,0,0,0,0,0
139,omastar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/139.png,rock,water,swift-swim,shell-armor,weak-armor,70,60,125,115,70,55,1,0,0,0,0,0
140,kabuto,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/140.png,rock,water,swift-swim,battle-armor,weak-armor,30,80,90,55,45,55,1,0,0,0,0,0
